## Wed Jan 24 14:51:26 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0go7jflx --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0go7jflx --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_0go7jflx/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Xanthobacter_chromosome_63	78245.Xaut_2616	1.29e-175	501.0	COG1251@1|root,COG1251@2|Bacteria,1MW58@1224|Proteobacteria,2TW0G@28211|Alphaproteobacteria,3F2D4@335928|Xanthobacteraceae	28211|Alphaproteobacteria	C	Reductase C-terminal	-	-	1.18.1.3	ko:K00529	ko00071,ko00360,ko01120,ko01220,map00071,map00360,map01120,map01220	M00545	R02000,R06782,R06783	RC00098	br01602,ko00000,ko00001,ko00002,ko01000	-	-	-	Fer2_BFD,Pyr_redox_2,Reductase_C,Rieske
Xanthobacter_chromosome_64	78245.Xaut_2615	1.25e-105	309.0	COG3917@1|root,COG3917@2|Bacteria,1MWB9@1224|Proteobacteria,2U07P@28211|Alphaproteobacteria,3EZA6@335928|Xanthobacteraceae	28211|Alphaproteobacteria	Q	DSBA-like thioredoxin domain	-	-	-	-	-	-	-	-	-	-	-	-	DSBA
Xanthobacter_chromosome_65	78245.Xaut_2614	4.52e-183	511.0	COG2897@1|root,COG2897@2|Bacteria,1MW4B@1224|Proteobacteria,2U2DD@28211|Alphaproteobacteria	28211|Alphaproteobacteria	P	Rhodanese Homology Domain	-	-	2.8.1.1,2.8.1.2	ko:K01011	ko00270,ko00920,ko01100,ko01120,ko04122,map00270,map00920,map01100,map01120,map04122	-	R01931,R03105,R03106	RC00214	ko00000,ko00001,ko01000	-	-	-	Rhodanese
Xanthobacter_chromosome_66	78245.Xaut_2613	6.85e-175	498.0	COG1960@1|root,COG1960@2|Bacteria,1NDQ8@1224|Proteobacteria,2TU2G@28211|Alphaproteobacteria,3F0BU@335928|Xanthobacteraceae	28211|Alphaproteobacteria	I	Function proposed based on presence of conserved amino acid motif, structural feature or limited homology	-	-	-	-	-	-	-	-	-	-	-	-	Acyl-CoA_dh_N
Xanthobacter_chromosome_67	1131814.JAFO01000001_gene816	2.17e-119	342.0	COG1765@1|root,COG1765@2|Bacteria,1MWPR@1224|Proteobacteria,2U1VW@28211|Alphaproteobacteria,3F1SV@335928|Xanthobacteraceae	28211|Alphaproteobacteria	O	OsmC-like protein	-	-	-	-	-	-	-	-	-	-	-	-	OsmC
Xanthobacter_chromosome_68	78245.Xaut_2611	6e-105	308.0	COG1309@1|root,COG1309@2|Bacteria,1R67Z@1224|Proteobacteria,2TUIS@28211|Alphaproteobacteria	28211|Alphaproteobacteria	K	tetR family'	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
Xanthobacter_chromosome_69	78245.Xaut_2610	8.88e-235	650.0	COG1062@1|root,COG1062@2|Bacteria,1MUK4@1224|Proteobacteria,2TU1G@28211|Alphaproteobacteria,3F0F7@335928|Xanthobacteraceae	28211|Alphaproteobacteria	C	Alcohol dehydrogenase GroES-like domain	-	GO:0001505,GO:0003008,GO:0003674,GO:0003824,GO:0004022,GO:0004552,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006066,GO:0007610,GO:0007611,GO:0007612,GO:0007632,GO:0008150,GO:0008152,GO:0008306,GO:0008542,GO:0009314,GO:0009416,GO:0009628,GO:0016491,GO:0016614,GO:0016616,GO:0016651,GO:0016657,GO:0019222,GO:0031323,GO:0031399,GO:0032268,GO:0032501,GO:0044281,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0050877,GO:0050890,GO:0050896,GO:0051171,GO:0051246,GO:0051903,GO:0055114,GO:0060255,GO:0065007,GO:0065008,GO:0071704,GO:0080007,GO:0080090,GO:0080164,GO:1901615,GO:2000169,GO:2000377	1.1.1.1	ko:K00001	ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220	-	R00623,R00754,R02124,R04805,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310	RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01734,RC02273	ko00000,ko00001,ko01000	-	-	-	ADH_N,ADH_zinc_N
Xanthobacter_chromosome_70	652103.Rpdx1_2411	3.2e-95	288.0	COG0589@1|root,COG0589@2|Bacteria,1QT04@1224|Proteobacteria,2V6AJ@28211|Alphaproteobacteria,3K49N@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	T	Belongs to the universal stress protein A family	-	-	-	-	-	-	-	-	-	-	-	-	Usp
Xanthobacter_chromosome_71	1131814.JAFO01000001_gene636	1.27e-143	412.0	COG0157@1|root,COG0157@2|Bacteria,1MW0C@1224|Proteobacteria,2TS7C@28211|Alphaproteobacteria,3EZ0F@335928|Xanthobacteraceae	28211|Alphaproteobacteria	H	Quinolinate phosphoribosyl transferase, N-terminal domain	nadC	-	2.4.2.19	ko:K00767,ko:K03813	ko00760,ko01100,map00760,map01100	M00115	R03348	RC02877	ko00000,ko00001,ko00002,ko01000	-	-	-	QRPTase_C,QRPTase_N
Xanthobacter_chromosome_72	78245.Xaut_1182	9.12e-209	595.0	COG0029@1|root,COG0029@2|Bacteria,1RBQW@1224|Proteobacteria,2TS0E@28211|Alphaproteobacteria,3EYE5@335928|Xanthobacteraceae	28211|Alphaproteobacteria	H	Fumarate reductase flavoprotein C-term	nadB	-	1.4.3.16	ko:K00278	ko00250,ko00760,ko01100,map00250,map00760,map01100	M00115	R00357,R00481	RC00006,RC02566	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_2,Succ_DH_flav_C
Xanthobacter_chromosome_73	78245.Xaut_1183	2.78e-198	554.0	COG0379@1|root,COG0379@2|Bacteria,1MWQU@1224|Proteobacteria,2TRPG@28211|Alphaproteobacteria,3EYSJ@335928|Xanthobacteraceae	28211|Alphaproteobacteria	H	Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate	nadA	-	2.5.1.72	ko:K03517	ko00760,ko01100,map00760,map01100	M00115	R04292	RC01119	ko00000,ko00001,ko00002,ko01000	-	-	-	NadA
Xanthobacter_chromosome_74	78245.Xaut_1184	6.85e-149	427.0	COG4111@1|root,COG4111@2|Bacteria,1MXHA@1224|Proteobacteria,2TQQU@28211|Alphaproteobacteria,3EYTI@335928|Xanthobacteraceae	28211|Alphaproteobacteria	F	belongs to the nudix hydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_75	13689.BV96_01648	1.58e-62	193.0	COG3385@1|root,COG3385@2|Bacteria,1RGQ2@1224|Proteobacteria,2U81A@28211|Alphaproteobacteria,2KCRX@204457|Sphingomonadales	204457|Sphingomonadales	L	Transposase DDE domain	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1_2
Xanthobacter_chromosome_76	323098.Nwi_0007	2.24e-85	251.0	COG3293@1|root,COG3293@2|Bacteria,1REVC@1224|Proteobacteria,2U6ZB@28211|Alphaproteobacteria,3K1AY@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	Putative transposase of IS4/5 family (DUF4096)	-	-	-	ko:K07492	-	-	-	-	ko00000	-	-	-	DUF4096
Xanthobacter_chromosome_77	78245.Xaut_1950	2.22e-298	818.0	COG1282@1|root,COG1282@2|Bacteria,1MUP4@1224|Proteobacteria,2TQN1@28211|Alphaproteobacteria,3EXYU@335928|Xanthobacteraceae	28211|Alphaproteobacteria	C	The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane	pntB	GO:0008150,GO:0008152,GO:0055114	1.6.1.2	ko:K00325	ko00760,ko01100,map00760,map01100	-	R00112	RC00001	ko00000,ko00001,ko01000	-	-	-	PNTB
Xanthobacter_chromosome_78	1131814.JAFO01000001_gene3892	7.68e-70	214.0	COG3288@1|root,COG3288@2|Bacteria,1MZ3E@1224|Proteobacteria,2UBXS@28211|Alphaproteobacteria,3EZHT@335928|Xanthobacteraceae	28211|Alphaproteobacteria	C	4TM region of pyridine nucleotide transhydrogenase, mitoch	pntAB	GO:0008150,GO:0008152,GO:0055114	1.6.1.2	ko:K00324	ko00760,ko01100,map00760,map01100	-	R00112	RC00001	ko00000,ko00001,ko01000	-	-	-	PNTB_4TM
Xanthobacter_chromosome_79	1131814.JAFO01000001_gene3893	7.84e-227	630.0	COG3288@1|root,COG3288@2|Bacteria,1MVXU@1224|Proteobacteria,2TSZN@28211|Alphaproteobacteria,3EYR2@335928|Xanthobacteraceae	28211|Alphaproteobacteria	C	PFAM alanine dehydrogenase PNT domain protein	pntAA	GO:0000166,GO:0003674,GO:0003824,GO:0003957,GO:0005215,GO:0005488,GO:0005515,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006740,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0008746,GO:0008750,GO:0009117,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015672,GO:0016491,GO:0016651,GO:0016652,GO:0019362,GO:0019637,GO:0022857,GO:0022890,GO:0034220,GO:0034641,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044281,GO:0046483,GO:0046496,GO:0046983,GO:0048037,GO:0050662,GO:0051179,GO:0051186,GO:0051234,GO:0051287,GO:0055085,GO:0055086,GO:0055114,GO:0070403,GO:0070404,GO:0071704,GO:0072524,GO:0097159,GO:0098655,GO:0098660,GO:0098662,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1902600	1.6.1.2	ko:K00324	ko00760,ko01100,map00760,map01100	-	R00112	RC00001	ko00000,ko00001,ko01000	-	-	-	AlaDh_PNT_C,AlaDh_PNT_N
Xanthobacter_chromosome_80	1131814.JAFO01000001_gene3894	1.75e-20	82.0	2EHA1@1|root,33B1X@2|Bacteria,1N6XW@1224|Proteobacteria,2UF37@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Bacterial aa3 type cytochrome c oxidase subunit IV	MA20_03820	-	-	-	-	-	-	-	-	-	-	-	COX4_pro_2
Xanthobacter_chromosome_81	78245.Xaut_1946	6.73e-228	640.0	COG1533@1|root,COG1533@2|Bacteria,1MW0H@1224|Proteobacteria,2TQQB@28211|Alphaproteobacteria,3EY75@335928|Xanthobacteraceae	28211|Alphaproteobacteria	L	Elongator protein 3	MA20_42330	-	-	-	-	-	-	-	-	-	-	-	Radical_SAM
Xanthobacter_chromosome_82	78245.Xaut_1945	3.34e-44	150.0	COG0346@1|root,COG0346@2|Bacteria,1N116@1224|Proteobacteria,2UC5P@28211|Alphaproteobacteria,3EZN6@335928|Xanthobacteraceae	28211|Alphaproteobacteria	E	bleomycin resistance protein dioxygenase	-	-	-	ko:K07032	-	-	-	-	ko00000	-	-	-	Glyoxalase
Xanthobacter_chromosome_83	78245.Xaut_1944	8.82e-108	317.0	COG1309@1|root,COG1309@2|Bacteria,1MZ9E@1224|Proteobacteria,2U0MU@28211|Alphaproteobacteria,3EZQ0@335928|Xanthobacteraceae	28211|Alphaproteobacteria	K	AefR-like transcriptional repressor, C-terminal region	-	-	-	-	-	-	-	-	-	-	-	-	TetR_C_7,TetR_N
Xanthobacter_chromosome_84	78245.Xaut_1943	2.44e-129	378.0	COG1597@1|root,COG1597@2|Bacteria,1MY37@1224|Proteobacteria,2TT5I@28211|Alphaproteobacteria	28211|Alphaproteobacteria	I	Diacylglycerol kinase	-	-	-	-	-	-	-	-	-	-	-	-	DAGK_cat
Xanthobacter_chromosome_85	1038858.AXBA01000048_gene2517	5.23e-131	377.0	COG0861@1|root,COG0861@2|Bacteria,1MWC9@1224|Proteobacteria,2TTT6@28211|Alphaproteobacteria,3EYIP@335928|Xanthobacteraceae	28211|Alphaproteobacteria	P	PFAM Integral membrane protein TerC	terC	-	-	-	-	-	-	-	-	-	-	-	TerC
Xanthobacter_chromosome_86	1131814.JAFO01000001_gene3901	2.91e-34	122.0	2EMUJ@1|root,33FGX@2|Bacteria,1NGHK@1224|Proteobacteria,2UKW2@28211|Alphaproteobacteria,3F06Z@335928|Xanthobacteraceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_87	78245.Xaut_1940	8.38e-229	640.0	COG0665@1|root,COG0665@2|Bacteria,1MVGP@1224|Proteobacteria,2TRX9@28211|Alphaproteobacteria,3EXXA@335928|Xanthobacteraceae	28211|Alphaproteobacteria	E	FAD dependent oxidoreductase	ordL	-	-	ko:K09471	ko00330,ko01100,map00330,map01100	M00136	R07415	RC00062	ko00000,ko00001,ko00002,ko01000	-	-	-	DAO
Xanthobacter_chromosome_88	78245.Xaut_1939	2.21e-309	846.0	COG0174@1|root,COG0174@2|Bacteria,1MU6V@1224|Proteobacteria,2TRCP@28211|Alphaproteobacteria,3EYIZ@335928|Xanthobacteraceae	28211|Alphaproteobacteria	E	Glutamine synthetase, catalytic domain	glnA1	-	6.3.1.2	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	-	R00253	RC00010,RC02798	ko00000,ko00001,ko01000,ko04147	-	-	-	Gln-synt_C
Xanthobacter_chromosome_89	78245.Xaut_1938	2.81e-129	375.0	COG3064@1|root,COG3064@2|Bacteria,1NAWA@1224|Proteobacteria,2TSQY@28211|Alphaproteobacteria,3EYF8@335928|Xanthobacteraceae	28211|Alphaproteobacteria	M	Protein of unknown function (DUF3108)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3108
Xanthobacter_chromosome_90	1131814.JAFO01000001_gene3905	3.29e-114	328.0	COG0290@1|root,COG0290@2|Bacteria,1RDD2@1224|Proteobacteria,2U58Z@28211|Alphaproteobacteria,3EY69@335928|Xanthobacteraceae	28211|Alphaproteobacteria	J	IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins	infC	GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0006996,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0019538,GO:0022411,GO:0032790,GO:0032984,GO:0032988,GO:0034641,GO:0034645,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1903008	-	ko:K02520	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	IF3_C,IF3_N
Xanthobacter_chromosome_91	1131814.JAFO01000001_gene3906	1.92e-25	105.0	2DPFH@1|root,331V1@2|Bacteria,1NJ57@1224|Proteobacteria,2VCGB@28211|Alphaproteobacteria,3F1WR@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	BA14K-like protein	-	-	-	-	-	-	-	-	-	-	-	-	BA14K
Xanthobacter_chromosome_92	1131814.JAFO01000001_gene3907	8.45e-18	83.2	2DPFH@1|root,331V1@2|Bacteria,1NJ57@1224|Proteobacteria,2VCGB@28211|Alphaproteobacteria,3F1WR@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	BA14K-like protein	-	-	-	-	-	-	-	-	-	-	-	-	BA14K
Xanthobacter_chromosome_93	78245.Xaut_2091	0.0	993.0	COG0488@1|root,COG0488@2|Bacteria,1MU37@1224|Proteobacteria,2TQRZ@28211|Alphaproteobacteria,3EY0R@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	ABC transporter	yheS	GO:0000166,GO:0003674,GO:0005488,GO:0005524,GO:0008144,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363	-	ko:K06158	-	-	-	-	ko00000,ko03012	-	-	-	ABC_tran,ABC_tran_CTD,ABC_tran_Xtn
Xanthobacter_chromosome_94	1131814.JAFO01000001_gene3911	0.0	1346.0	COG0072@1|root,COG0073@1|root,COG0072@2|Bacteria,COG0073@2|Bacteria,1MWKS@1224|Proteobacteria,2TQV8@28211|Alphaproteobacteria,3EYD6@335928|Xanthobacteraceae	28211|Alphaproteobacteria	J	B3/4 domain	pheT	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006432,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009328,GO:0009987,GO:0010467,GO:0016070,GO:0019538,GO:0019752,GO:0032991,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1902494	6.1.1.20	ko:K01890	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	B3_4,B5,FDX-ACB,tRNA_bind
Xanthobacter_chromosome_95	1038858.AXBA01000006_gene946	1.34e-258	709.0	COG0016@1|root,COG0016@2|Bacteria,1MVD7@1224|Proteobacteria,2TS2T@28211|Alphaproteobacteria,3EYT0@335928|Xanthobacteraceae	28211|Alphaproteobacteria	J	Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 1 subfamily	pheS	GO:0003674,GO:0003824,GO:0004812,GO:0004826,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006432,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.20	ko:K01889	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Phe_tRNA-synt_N,tRNA-synt_2d
Xanthobacter_chromosome_96	78245.Xaut_1932	1.43e-73	221.0	COG0292@1|root,COG0292@2|Bacteria,1RGU2@1224|Proteobacteria,2U756@28211|Alphaproteobacteria,3EZMD@335928|Xanthobacteraceae	28211|Alphaproteobacteria	J	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit	rplT	GO:0000027,GO:0003674,GO:0003735,GO:0005198,GO:0006996,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0034622,GO:0042254,GO:0042255,GO:0042273,GO:0043933,GO:0044085,GO:0065003,GO:0070925,GO:0071826,GO:0071840	-	ko:K02887	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L20
Xanthobacter_chromosome_97	438753.AZC_4447	6.35e-32	112.0	COG0291@1|root,COG0291@2|Bacteria,1N6V4@1224|Proteobacteria,2UF6K@28211|Alphaproteobacteria,3F01J@335928|Xanthobacteraceae	28211|Alphaproteobacteria	J	Belongs to the bacterial ribosomal protein bL35 family	rpmI	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904	-	ko:K02916	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L35p
Xanthobacter_chromosome_98	1131814.JAFO01000001_gene3456	0.0	1167.0	COG0751@1|root,COG0751@2|Bacteria,1MV2F@1224|Proteobacteria,2TQKJ@28211|Alphaproteobacteria,3EYVA@335928|Xanthobacteraceae	28211|Alphaproteobacteria	J	Glycyl-tRNA synthetase beta subunit	glyS	-	6.1.1.14	ko:K01879	ko00970,map00970	M00360	R03654	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DALR_1,tRNA_synt_2f
Xanthobacter_chromosome_99	426117.M446_0481	1.1e-66	210.0	COG1335@1|root,COG1335@2|Bacteria,1RDHA@1224|Proteobacteria,2U71S@28211|Alphaproteobacteria,1JSAG@119045|Methylobacteriaceae	28211|Alphaproteobacteria	Q	isochorismatase hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Isochorismatase
Xanthobacter_chromosome_100	438753.AZC_1029	1.61e-217	601.0	COG0752@1|root,COG0752@2|Bacteria,1MVCJ@1224|Proteobacteria,2TS2N@28211|Alphaproteobacteria,3EZ4S@335928|Xanthobacteraceae	28211|Alphaproteobacteria	J	Glycyl-tRNA synthetase alpha subunit	glyQ	-	6.1.1.14	ko:K01878	ko00970,map00970	M00360	R03654	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_2e
Xanthobacter_chromosome_101	1131814.JAFO01000001_gene3461	1.12e-208	583.0	COG4663@1|root,COG4663@2|Bacteria,1MVMD@1224|Proteobacteria,2TS4J@28211|Alphaproteobacteria,3EYYF@335928|Xanthobacteraceae	28211|Alphaproteobacteria	Q	Part of the tripartite ATP-independent periplasmic (TRAP) transport system	-	-	-	-	-	-	-	-	-	-	-	-	DctP
Xanthobacter_chromosome_102	1131814.JAFO01000001_gene3462	2.11e-203	570.0	COG0489@1|root,COG0489@2|Bacteria,1MU7R@1224|Proteobacteria,2TRDM@28211|Alphaproteobacteria,3EY8Q@335928|Xanthobacteraceae	28211|Alphaproteobacteria	D	Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP	mrp	-	-	ko:K03593	-	-	-	-	ko00000,ko03029,ko03036	-	-	-	FeS_assembly_P,ParA
Xanthobacter_chromosome_103	78245.Xaut_3326	3.85e-106	312.0	COG1573@1|root,COG1573@2|Bacteria,1R9XV@1224|Proteobacteria,2TSWU@28211|Alphaproteobacteria,3EZ7B@335928|Xanthobacteraceae	28211|Alphaproteobacteria	L	Uracil DNA glycosylase superfamily	-	-	3.2.2.27	ko:K21929	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UDG
Xanthobacter_chromosome_104	78245.Xaut_3325	1.52e-132	380.0	COG1234@1|root,COG1234@2|Bacteria,1Q4PW@1224|Proteobacteria,2TUHQ@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	PFAM beta-lactamase domain protein	MA20_22080	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B_2
Xanthobacter_chromosome_105	1131814.JAFO01000001_gene1427	7.24e-105	307.0	COG0625@1|root,COG0625@2|Bacteria,1Q05U@1224|Proteobacteria,2U5IH@28211|Alphaproteobacteria,3F1FU@335928|Xanthobacteraceae	28211|Alphaproteobacteria	O	Glutathione S-transferase, C-terminal domain	-	-	2.5.1.18	ko:K00799	ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418	-	R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905	RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	-	GST_C,GST_C_2,GST_N,GST_N_3
Xanthobacter_chromosome_106	1131814.JAFO01000001_gene4179	3.12e-78	238.0	COG2143@1|root,COG2143@2|Bacteria,1QDKY@1224|Proteobacteria,2U1M5@28211|Alphaproteobacteria,3F1HE@335928|Xanthobacteraceae	28211|Alphaproteobacteria	O	Thioredoxin-like domain	soxW	-	-	-	-	-	-	-	-	-	-	-	Thioredoxin_2
Xanthobacter_chromosome_107	78245.Xaut_1525	1.13e-115	337.0	COG0785@1|root,COG0785@2|Bacteria,1RCP7@1224|Proteobacteria,2TSAI@28211|Alphaproteobacteria,3F0D7@335928|Xanthobacteraceae	28211|Alphaproteobacteria	O	PFAM cytochrome c biogenesis protein transmembrane region	soxV	-	-	ko:K06196	-	-	-	-	ko00000,ko02000	5.A.1.2	-	-	DsbD
Xanthobacter_chromosome_108	78245.Xaut_1526	1.69e-43	146.0	COG2143@1|root,COG2143@2|Bacteria,1QVK2@1224|Proteobacteria,2TWGX@28211|Alphaproteobacteria,3F1UW@335928|Xanthobacteraceae	28211|Alphaproteobacteria	O	COG2143 Thioredoxin-related protein	soxS	-	-	-	-	-	-	-	-	-	-	-	Thioredoxin_2
Xanthobacter_chromosome_109	78245.Xaut_1527	4.36e-70	213.0	COG0640@1|root,COG0640@2|Bacteria,1N72Q@1224|Proteobacteria,2UFSY@28211|Alphaproteobacteria,3F03G@335928|Xanthobacteraceae	28211|Alphaproteobacteria	K	PFAM regulatory protein ArsR	soxR	GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044212,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	HTH_5
Xanthobacter_chromosome_110	1131814.JAFO01000001_gene4183	5.41e-190	536.0	COG2391@1|root,COG2391@2|Bacteria,1MXSE@1224|Proteobacteria,2TRUQ@28211|Alphaproteobacteria,3F147@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Sulphur transport	-	-	-	ko:K07112	-	-	-	-	ko00000	-	-	-	Sulf_transp
