Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	197903	198328	+	AAFOLC_00945	arsR	DNA-binding transcriptional regulator, ArsR family	SO:0001217, UniRef:UniRef50_A0A1H5KGI5
contig_1	cds	198339	198686	+	AAFOLC_00950		(pseudo) SRPBCC domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0P6YA71, UniRef:UniRef90_UPI001F289B24
contig_1	cds	198898	200187	-	AAFOLC_00955	bioF	7-keto-8-aminopelargonate synthetase or related enzyme	COG:COG0156, COG:H, EC:2.3.1.37, KEGG:K00643, SO:0001217, UniRef:UniRef50_P08262, UniRef:UniRef90_A0A3L7A9M6
contig_1	ncRNA	200712	200868	+	AAFOLC_00960	ar45	Alphaproteobacterial sRNA ar45	RFAM:RF02347, SO:0000655
contig_1	cds	201201	202331	+	AAFOLC_00965		Lysine	SO:0001217, UniRef:UniRef50_B6IVQ3
contig_1	cds	202449	203003	+	AAFOLC_00970		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S4DCJ0
contig_1	cds	203083	203838	-	AAFOLC_00975		Putative dehydrogenase/reductase oxidoreductase protein	SO:0001217, UniRef:UniRef50_A0A2X3DBS5
contig_1	cds	203965	204858	+	AAFOLC_00980		HTH araC/xylS-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6J5AP04
contig_1	cds	204946	206376	-	AAFOLC_00985		Homospermidine synthase	COG:COG5310, COG:Q, SO:0001217, UniRef:UniRef50_O32323, UniRef:UniRef90_A7IH89
contig_1	cds	206706	207923	-	AAFOLC_00990		Intracellular poly(3-hydroxybutyrate) depolymerase	SO:0001217, UniRef:UniRef50_Q1LJV2
contig_1	cds	208392	209042	+	AAFOLC_00995		Glutathione S-transferase	SO:0001217, UniRef:UniRef50_Q1LJV3
contig_1	cds	209198	209617	+	AAFOLC_01000		Thioredoxin domain-containing protein	SO:0001217, UniRef:UniRef50_K8NY01
contig_1	cds	209623	210339	+	AAFOLC_01005	dsbD	Thiol:disulfide interchange protein DsbD	SO:0001217, UniRef:UniRef50_A0A564FT32
contig_1	cds	210349	210954	-	AAFOLC_01010	recR	Recombination protein RecR	SO:0001217, UniRef:UniRef50_Q9ABF8
contig_1	cds	211052	211960	-	AAFOLC_01015		PNPLA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q7BZA6
contig_1	cds	212028	212732	-	AAFOLC_01020		3-oxo-tetronate 4-phosphate decarboxylase	SO:0001217, UniRef:UniRef50_A0A853T624
contig_1	cds	213211	213678	+	AAFOLC_01025	mucR	MucR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0Q8AZX0
contig_1	cds	214085	214651	-	AAFOLC_01030		Molybdopterin adenylyltransferase	SO:0001217, UniRef:UniRef50_Q9ZL45
contig_1	cds	214850	216562	-	AAFOLC_01035		AAA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2Z6IKU4
contig_1	cds	216840	217487	+	AAFOLC_01040		TRAP transporter small permease	SO:0001217, UniRef:UniRef50_A0A3L7AHQ6
contig_1	cds	217516	220992	-	AAFOLC_01045		4Fe-4S ferredoxin-type domain-containing protein	SO:0001217, UniRef:UniRef50_K9DI28
contig_1	cds	221237	222259	-	AAFOLC_01050		Nickel/cobalt efflux system	SO:0001217, UniRef:UniRef50_A0A0P0J903
contig_1	cds	222256	222903	-	AAFOLC_01055		DUF1007 domain-containing protein	SO:0001217, UniRef:UniRef50_A8IPT9
contig_1	cds	223012	223899	-	AAFOLC_01060	galU	UTP--glucose-1-phosphate uridylyltransferase GalU	SO:0001217, UniRef:UniRef50_P33696, UniRef:UniRef90_A0A3L7A8Q2
contig_1	cds	224070	225092	+	AAFOLC_01065		UDP-glucose 4-epimerase	SO:0001217, UniRef:UniRef50_A0A1B9YQS5
contig_1	cds	225249	226532	+	AAFOLC_01070		Lytic murein transglycosylase B	SO:0001217, UniRef:UniRef50_F7QFQ6
contig_1	cds	226778	228037	+	AAFOLC_01075		Peripla-BP-6 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A192IER8
contig_1	cds	228293	229789	-	AAFOLC_01080		C4-dicarboxylate ABC transporter permease	SO:0001217, UniRef:UniRef50_Q1QWQ3
contig_1	cds	229789	230253	-	AAFOLC_01085	tctB	Tripartite tricarboxylate transporter TctB family protein	SO:0001217, UniRef:UniRef50_A0A848K2M9
contig_1	cds	230288	231256	-	AAFOLC_01090		Tripartite tricarboxylate transporter substrate binding protein	SO:0001217, UniRef:UniRef50_D8J231
contig_1	cds	231624	232340	+	AAFOLC_01095		Tim44 domain-containing protein	SO:0001217, UniRef:UniRef50_L0KFU9
contig_1	cds	232410	233780	+	AAFOLC_01100		peptidoglycan lytic exotransglycosylase	SO:0001217, UniRef:UniRef50_A0A1G4SUS7
contig_1	cds	233777	234388	+	AAFOLC_01105		Smr domain-containing protein	SO:0001217, UniRef:UniRef50_A0A327KJV8
contig_1	cds	234560	235270	-	AAFOLC_01110	pdeM	Ligase-associated DNA damage response endonuclease PdeM	SO:0001217, UniRef:UniRef50_A0A3L7AMD7
contig_1	cds	235523	236290	+	AAFOLC_01115		putative membrane transporter protein	SO:0001217, UniRef:UniRef50_A7IH85
contig_1	cds	236498	237649	-	AAFOLC_01120		PNPLA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A176Z252
contig_1	cds	237788	238540	-	AAFOLC_01125		Acetoacetate decarboxylase	SO:0001217, UniRef:UniRef50_Q7NSA6
contig_1	cds	238724	239713	-	AAFOLC_01130		WD-REPEATS-REGION domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1W6N1P6
contig_1	cds	240043	242523	+	AAFOLC_01135		hypothetical protein	PFAM:PF00271.34, PFAM:PF04408.26, SO:0001217, UniRef:UniRef50_A0A6C1KDI7
contig_1	cds	242526	242936	-	AAFOLC_01140		HotDog ACOT-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5B0KT39
contig_1	cds	243239	243547	+	AAFOLC_01145		50S ribosomal protein L21	SO:0001217, UniRef:UniRef50_A7IH93
contig_1	cds	243623	243895	+	AAFOLC_01150	rpmA	50S ribosomal protein L27	KEGG:K02899, SO:0001217, UniRef:UniRef50_Q8UBR6, UniRef:UniRef90_A0A3L7AP03
contig_1	cds	244046	244675	+	AAFOLC_01155	ydaF	Putative ribosomal N-acetyltransferase YdaF	SO:0001217, UniRef:UniRef50_A0A0P0J870
contig_1	cds	244838	245353	+	AAFOLC_01160		RNA pyrophosphohydrolase	SO:0001217, UniRef:UniRef50_Q89X78
contig_1	cds	245399	245893	-	AAFOLC_01165		DUF2165 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A078KXH5
contig_1	cds	245948	246145	-	AAFOLC_01170		hypothetical protein	
contig_1	cds	246196	246633	-	AAFOLC_01175		ATP synthase epsilon chain	SO:0001217, UniRef:UniRef50_B8EQQ2
contig_1	cds	246672	246905	-	AAFOLC_01180		PDGLE domain-containing protein	SO:0001217, UniRef:UniRef50_B7KUA1
contig_1	cds	246933	248369	-	AAFOLC_01185	atpD	F0F1 ATP synthase subunit beta	COG:C, COG:COG0055, EC:7.1.2.2, GO:0005524, GO:0005886, GO:0045261, GO:0046933, GO:0046961, SO:0001217, UniRef:UniRef50_Q89X74, UniRef:UniRef90_A8HS10
contig_1	cds	248398	249273	-	AAFOLC_01190		ATP synthase gamma chain	SO:0001217, UniRef:UniRef50_Q89X73
contig_1	cds	249314	250843	-	AAFOLC_01195	atpA	F0F1 ATP synthase subunit alpha	COG:C, COG:COG0056, EC:7.1.2.2, GO:0005524, GO:0005886, GO:0045261, GO:0046933, GO:0046961, SO:0001217, UniRef:UniRef50_P50000, UniRef:UniRef90_A7IH29
contig_1	cds	250843	251397	-	AAFOLC_01200		ATP synthase subunit delta	SO:0001217, UniRef:UniRef50_E3I271
contig_1	cds	251975	253321	-	AAFOLC_01205		Carboxy-terminal-processing protease	SO:0001217, UniRef:UniRef50_Q44879
contig_1	cds	253318	254730	-	AAFOLC_01210		Peptidase-M23 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3L7A7H0
contig_1	cds	254985	256820	-	AAFOLC_01215		Oligoendopeptidase F, plasmid	SO:0001217, UniRef:UniRef50_A0A0M6YFH7
contig_1	cds	257091	257750	+	AAFOLC_01220		Two component transcriptional regulator, Fis family	SO:0001217, UniRef:UniRef50_A7IH20
contig_1	cds	257855	260071	+	AAFOLC_01225		hypothetical protein	PFAM:PF01471.21, PFAM:PF03734.17, PFAM:PF20142.2
contig_1	cds	260520	261974	+	AAFOLC_01230		DUF882 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A258IRN2
contig_1	cds	262233	262496	-	AAFOLC_01235		UPF0335 protein BARBAKC583_0130	SO:0001217, UniRef:UniRef50_A1UR66
contig_1	cds	262704	263693	+	AAFOLC_01240		DMT family transporter	SO:0001217, UniRef:UniRef50_A7IH16
contig_1	cds	263898	264356	+	AAFOLC_01245		DUF1036 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E3GYK3
contig_1	cds	264438	265112	-	AAFOLC_01250		TPR repeat-containing protein	SO:0001217, UniRef:UniRef50_A7IH14
contig_1	cds	265290	265415	-	AAFOLC_01255	ykgO	type B 50S ribosomal protein L36	COG:COG0257, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:1990904, RefSeq:WP_013167868.1, SO:0001217, UniParc:UPI0001D88F35, UniRef:UniRef100_D7A7D4, UniRef:UniRef50_B0ULQ6, UniRef:UniRef90_B0ULQ6
contig_1	cds	265556	266038	-	AAFOLC_01260		Ribosomal RNA large subunit methyltransferase H	SO:0001217, UniRef:UniRef50_Q92LB0
contig_1	cds	266068	266496	-	AAFOLC_01265	rsfS	ribosome silencing factor	SO:0001217, UniRef:UniRef50_A0A1G5H5Y7, UniRef:UniRef90_A0A3L7AGL2
contig_1	cds	266565	267257	-	AAFOLC_01270		putative nicotinate-nucleotide adenylyltransferase	SO:0001217, UniRef:UniRef50_Q89X84
contig_1	cds	267254	268525	-	AAFOLC_01275		Gamma-glutamyl phosphate reductase	SO:0001217, UniRef:UniRef50_Q8YJ78
contig_1	cds	268816	269787	-	AAFOLC_01280		hypothetical protein	
contig_1	cds	269948	271084	-	AAFOLC_01285		Glutamate 5-kinase	SO:0001217, UniRef:UniRef50_Q5FUL1
contig_1	cds	271370	272404	-	AAFOLC_01290	obgE	GTPase ObgE	COG:COG0536, COG:DL, SO:0001217, UniRef:UniRef50_B6JD21, UniRef:UniRef90_UPI00045EAB93
contig_1	cds	272456	273439	-	AAFOLC_01295		Amidohydro-rel domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2R8ARK5
contig_1	cds	273647	275836	+	AAFOLC_01300		Primosomal protein N'	SO:0001217, UniRef:UniRef50_Q89X69
contig_1	cds	275905	276027	+	AAFOLC_01305		hypothetical protein	
contig_1	cds	276214	276837	+	AAFOLC_01310		50S ribosomal protein L25	SO:0001217, UniRef:UniRef50_A9W5L4
contig_1	cds	276942	277550	+	AAFOLC_01315		Peptidyl-tRNA hydrolase	SO:0001217, UniRef:UniRef50_A7IIK5
contig_1	cds	277700	278797	+	AAFOLC_01320	ychF	redox-regulated ATPase YchF	COG:COG0012, COG:J, SO:0001217, UniRef:UniRef50_A0A6P5FB20, UniRef:UniRef90_A8HS75
contig_1	cds	278807	279310	+	AAFOLC_01325	maoC	MaoC domain protein dehydratase	SO:0001217, UniRef:UniRef50_A7IIK3
contig_1	cds	279423	279887	+	AAFOLC_01330		hypothetical protein	PFAM:PF01575.22
contig_1	cds	279884	280357	+	AAFOLC_01335		MaoC-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q7TYW3
contig_1	cds	280433	281419	-	AAFOLC_01340		Oxidoreductase protein	SO:0001217, UniRef:UniRef50_D8J250
contig_1	cds	281531	282232	+	AAFOLC_01345		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A259KWS4
contig_1	cds	282387	282809	+	AAFOLC_01350	ndk	nucleoside-diphosphate kinase	COG:COG0105, COG:F, SO:0001217, UniRef:UniRef50_Q6N5C3, UniRef:UniRef90_A0A258M5H5
contig_1	cds	282981	283679	+	AAFOLC_01355	terC	TerC family protein	SO:0001217, UniRef:UniRef50_A7IHS7
contig_1	cds	283862	284611	+	AAFOLC_01360	terC	TerC family protein	SO:0001217, UniRef:UniRef50_A0A126NQA7
contig_1	cds	284685	286790	+	AAFOLC_01365		4Fe-4S Mo/W bis-MGD-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0S2EQP5
contig_1	cds	286893	287807	+	AAFOLC_01370		DUF4239 domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001EDFCC7D
contig_1	cds	287706	288362	-	AAFOLC_01375		Phosphoribosylglycinamide formyltransferase	SO:0001217, UniRef:UniRef50_A0A8J3E5Y6
contig_1	cds	288359	289432	-	AAFOLC_01380		Phosphoribosylformylglycinamidine cyclo-ligase	SO:0001217, UniRef:UniRef50_Q984K6
contig_1	cds	289555	290457	-	AAFOLC_01385		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2G9X1P2
contig_1	cds	290753	291439	-	AAFOLC_01390	aqpZ	aquaporin Z	COG:COG0580, COG:G, SO:0001217, UniRef:UniRef50_A0A3Q9BUK6, UniRef:UniRef90_A0A3L7AM09
contig_1	cds	291742	292014	+	AAFOLC_01395		hypothetical protein	
contig_1	cds	292271	294754	+	AAFOLC_01400		Carbohydrate-binding family V/XII	SO:0001217, UniRef:UniRef50_G0EXY8
contig_1	cds	294953	295660	+	AAFOLC_01405		SAM-dependent methyltransferase	SO:0001217, UniRef:UniRef50_A0A258LMK2
contig_1	cds	295672	297438	-	AAFOLC_01410	mdoH	Glucans biosynthesis glucosyltransferase MdoH	SO:0001217, UniRef:UniRef50_A0A4D7QDY3
contig_1	cds	297616	298620	+	AAFOLC_01415		Alcohol dehydrogenase zinc-binding domain protein	SO:0001217, UniRef:UniRef50_A7IHR6
contig_1	cds	298717	299121	+	AAFOLC_01420		6-carboxy-5,6,7,8-tetrahydropterin synthase	SO:0001217, UniRef:UniRef50_A0A512BSK7
contig_1	cds	299146	300201	+	AAFOLC_01425		Glycosyl transferase family 1	SO:0001217, UniRef:UniRef50_A0A0Q9ISL1
contig_1	cds	300198	301043	+	AAFOLC_01430		Methyltransf-25 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A841K633
contig_1	cds	301047	301988	-	AAFOLC_01435	ftsY	Signal recognition particle receptor FtsY	SO:0001217, UniRef:UniRef50_A0A447CT46
contig_1	cds	302015	303280	-	AAFOLC_01440	mtaB	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB	SO:0001217, UniRef:UniRef50_Q1YDS3
contig_1	cds	303282	304142	-	AAFOLC_01445		Diaminopimelate epimerase	SO:0001217, UniRef:UniRef50_A0A0S4Q834
contig_1	cds	304292	306625	-	AAFOLC_01450		hypothetical protein	
contig_1	cds	306799	308451	+	AAFOLC_01455		Ferredoxin-dependent glutamate synthase	SO:0001217, UniRef:UniRef50_F1ZAR5
contig_1	cds	308705	311134	-	AAFOLC_01460		Mechanosensitive ion channel protein	SO:0001217, UniRef:UniRef50_A0A1W7A0X8
contig_1	cds	311501	311929	+	AAFOLC_01465		SHSP domain-containing protein	SO:0001217, UniRef:UniRef50_J1K233
contig_1	cds	311966	312226	+	AAFOLC_01470		DUF1150 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4R3LW48
contig_1	cds	312334	312798	-	AAFOLC_01475		Nitrogen regulatory protein	SO:0001217, UniRef:UniRef50_P30335
contig_1	cds	312869	313453	-	AAFOLC_01480		Ribosome hibernation promoting factor	SO:0001217, UniRef:UniRef50_F2J5I2
contig_1	cds	313656	314219	-	AAFOLC_01485		Ni-hydr-CYTB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A258LRT4
contig_1	cds	314191	314886	-	AAFOLC_01490		Bifunctional deaminase-reductase domain protein	SO:0001217, UniRef:UniRef50_A7IGY8
contig_1	cds	315084	316208	+	AAFOLC_01495		GTP cyclohydrolase-2	SO:0001217, UniRef:UniRef50_A0A1B3NMS5
contig_1	cds	316344	316865	-	AAFOLC_01500		Invasion associated locus B family protein	SO:0001217, UniRef:UniRef50_A7ICC0
contig_1	cds	317230	318207	+	AAFOLC_01505		Putative quinone oxidoreductases (NADPH) and Zn-dependent alcohol dehydrogenases	SO:0001217, UniRef:UniRef50_A4YJY4
contig_1	cds	318237	318653	-	AAFOLC_01510		DUF1232 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6C1KTJ4
contig_1	cds	318708	319298	-	AAFOLC_01515		RNA 2',3'-cyclic phosphodiesterase	SO:0001217, UniRef:UniRef50_A0A2L1S5I4
contig_1	cds	319374	320144	-	AAFOLC_01520		hypothetical protein	
contig_1	cds	320228	321148	-	AAFOLC_01525		AP-endonuc-2 domain-containing protein	SO:0001217, UniRef:UniRef50_A8IJS3
contig_1	cds	321711	322505	-	AAFOLC_01530		Glutamine amidotransferase	SO:0001217, UniRef:UniRef50_G6Y6V6
contig_1	cds	322489	322968	-	AAFOLC_01535	terB	TerB domain-containing protein	SO:0001217, UniRef:UniRef50_A7IGX9
contig_1	cds	323263	323748	+	AAFOLC_01540		hypothetical protein	PFAM:PF05239.19
contig_1	cds	324034	324444	+	AAFOLC_01545		response regulator	SO:0001217, UniRef:UniRef50_UPI002102D6C2
contig_1	cds	324510	324800	-	AAFOLC_01550		DUF883 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A258LLG2
contig_1	cds	324953	325738	-	AAFOLC_01555	phyR	Phyllosphere-induced regulator PhyR	SO:0001217, UniRef:UniRef50_A0A8D6ATH9
contig_1	cds	325939	327801	+	AAFOLC_01560		Signal transduction histidine kinase	SO:0001217, UniRef:UniRef50_A7IGX4
contig_1	cds	327930	328208	+	AAFOLC_01565		hypothetical protein	
contig_1	cds	328461	329051	+	AAFOLC_01570		RNA polymerase sigma factor	SO:0001217, UniRef:UniRef50_A0A2X1ASJ1
contig_1	cds	329328	329765	-	AAFOLC_01575		Cupin-5 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A447CQF7
contig_1	cds	329776	330549	-	AAFOLC_01580		Hydroxyacylglutathione hydrolase	SO:0001217, UniRef:UniRef50_Q89XT5
contig_1	cds	330899	331636	+	AAFOLC_01585		Methyltransf-11 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2J428
contig_1	cds	331649	332296	-	AAFOLC_01590	metW	methionine biosynthesis protein MetW	SO:0001217, UniRef:UniRef50_A0A5C5SAU4, UniRef:UniRef90_A0A3L7AE91
contig_1	cds	332299	333510	-	AAFOLC_01595		Homoserine O-acetyltransferase	SO:0001217, UniRef:UniRef50_Q9AAS1
contig_1	cds	333735	337094	+	AAFOLC_01600		ATP-dependent RNA helicase SUPV3L1/SUV3	SO:0001217, UniRef:UniRef50_A0A7W6IG82
contig_1	cds	337602	337937	+	AAFOLC_01605		Uncharacterized Fe-S cluster protein	COG:COG2768, COG:S, SO:0001217, UniRef:UniRef50_Q1RH11, UniRef:UniRef90_A7IIP0
contig_1	cds	338004	338519	-	AAFOLC_01610		hypothetical protein	
contig_1	cds	338574	340184	+	AAFOLC_01615	prfC	peptide chain release factor 3	COG:COG4108, COG:J, SO:0001217, UniRef:UniRef50_A7HRH2, UniRef:UniRef90_A7IIP5
contig_1	cds	340249	341097	+	AAFOLC_01620		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	SO:0001217, UniRef:UniRef50_P56220
contig_1	tRNA	341473	341562	+	AAFOLC_01625	trnS	tRNA-Ser(gga)	SO:0000269
contig_1	cds	341703	341969	+	AAFOLC_01630	tnp	IS3 family transposase ORF A	SO:0001217, UniRef:UniRef50_P17985, UniRef:UniRef90_A0A1G4UTN6
contig_1	cds	341963	342517	+	AAFOLC_01635		(pseudo) IS3 family transposase	SO:0001217, UniRef:UniRef50_A0A7Z2NZ58, UniRef:UniRef90_UPI0016466103
contig_1	cds	342520	343278	-	AAFOLC_01640		hypothetical protein	PFAM:PF00665.29, PFAM:PF13276.9, PFAM:PF13683.9
contig_1	cds	343386	343664	-	AAFOLC_01645		Transposase	SO:0001217, UniRef:UniRef50_A0A087N6S0, UniRef:UniRef90_A0A4R1HFX3
contig_1	cds	343740	344138	+	AAFOLC_01650		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Y6KEP4
contig_1	cds	344231	345556	+	AAFOLC_01655		integrase arm-type DNA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A149TI60, UniRef:UniRef90_UPI001F289632
contig_1	cds	345572	346159	+	AAFOLC_01660		hypothetical protein	
contig_1	cds	346130	346498	-	AAFOLC_01665		IS5 family transposase	SO:0001217, UniRef:UniRef50_A0A8J2Z1F5
contig_1	cds	346513	346887	-	AAFOLC_01670		Transposase	SO:0001217, UniRef:UniRef50_A0A1F8I0I1
contig_1	cds	346956	347207	+	AAFOLC_01675		hypothetical protein	
contig_1	cds	347291	347536	+	AAFOLC_01680		DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A257GI07
contig_1	cds	347511	348431	+	AAFOLC_01685		hypothetical protein	PFAM:PF13362.9
contig_1	cds	348434	349948	+	AAFOLC_01690		DUF3987 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A126P7E8
contig_1	cds	349945	350544	+	AAFOLC_01695		hypothetical protein	
contig_1	cds	350541	351059	+	AAFOLC_01700		Terminase small subunit	SO:0001217, UniRef:UniRef50_C0CPP3
contig_1	cds	351337	354738	+	AAFOLC_01705		type I site-specific deoxyribonuclease	SO:0001217, UniRef:UniRef50_A0A1D8USS9
contig_1	cds	354819	356351	+	AAFOLC_01710		type I restriction-modification system subunit M	EC:2.1.1.72, KEGG:K03427, SO:0001217, UniRef:UniRef50_A0A3P5W978, UniRef:UniRef90_UPI001BCE2E2D
contig_1	cds	356465	357673	+	AAFOLC_01715		Restriction endonuclease S subunit	SO:0001217, UniRef:UniRef50_J0V9R6
contig_1	cds	357670	358029	+	AAFOLC_01720		MOSC domain-containing protein	SO:0001217, UniRef:UniRef50_Q1MKB3
contig_1	cds	358026	358955	+	AAFOLC_01725		Mrr restriction system protein	SO:0001217, UniRef:UniRef50_A0A0S3PNP7
contig_1	cds	359216	362311	-	AAFOLC_01730		Helicase conserved C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2E8PDY5
contig_1	cds	362320	363630	-	AAFOLC_01735		EH-Signature domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5C8P8X5
contig_1	cds	363627	364499	-	AAFOLC_01740		OmpA-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2D5IZL4
contig_1	cds	364499	366532	-	AAFOLC_01745		hypothetical protein	
contig_1	cds	367855	368223	-	AAFOLC_01750		Helix-turn-helix domain protein	SO:0001217, UniRef:UniRef50_A7IHL2, UniRef:UniRef90_A7IHL2
contig_1	cds	368307	369053	+	AAFOLC_01755		hypothetical protein	
contig_1	cds	369083	369484	+	AAFOLC_01760		DUF2628 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3L7AJD7
contig_1	cds	369603	369881	+	AAFOLC_01765		Transposase	SO:0001217, UniRef:UniRef50_A0A087N6S0, UniRef:UniRef90_A0A4R1HFX3
contig_1	cds	369989	370747	+	AAFOLC_01770		hypothetical protein	PFAM:PF00665.29, PFAM:PF13276.9, PFAM:PF13683.9
contig_1	cds	370832	371551	+	AAFOLC_01775		hypothetical protein	
contig_1	cds	371685	371873	+	AAFOLC_01780		hypothetical protein	
contig_1	cds	371956	372255	+	AAFOLC_01785		hypothetical protein	
contig_1	cds	372322	373122	-	AAFOLC_01790	novR	Decarboxylase NovR	SO:0001217, UniRef:UniRef50_A0A5E4SYD1
contig_1	cds	373122	373865	-	AAFOLC_01795	tetR	Transcriptional regulator, TetR family	SO:0001217, UniRef:UniRef50_B8IME3
contig_1	cds	373922	374773	-	AAFOLC_01800		Inosose isomerase	SO:0001217, UniRef:UniRef50_A0A222E2G8
contig_1	cds	374770	376509	-	AAFOLC_01805		Acetophenone carboxylase delta subunit	SO:0001217, UniRef:UniRef50_A0A2S6QC80
contig_1	cds	376524	378617	-	AAFOLC_01810		Acetophenone carboxylase gamma subunit	SO:0001217, UniRef:UniRef50_A0A2S6QBT5
contig_1	cds	378781	379779	+	AAFOLC_01815		Formylaminopyrimidine-binding protein	SO:0001217, UniRef:UniRef50_A0A222E330
contig_1	cds	379776	380582	+	AAFOLC_01820	cmpD	Bicarbonate transport ATP-binding protein CmpD	SO:0001217, UniRef:UniRef50_A0A6P2FGC7
contig_1	cds	380587	381459	+	AAFOLC_01825		Binding-protein dependent transport system inner membrane protein	SO:0001217, UniRef:UniRef50_H1S984
contig_1	cds	381472	382407	+	AAFOLC_01830		Drug/metabolite transporter (DMT)-like permease	SO:0001217, UniRef:UniRef50_A0A848K0R0
contig_1	cds	382768	383682	-	AAFOLC_01835		Transcriptional regulatory protein	SO:0001217, UniRef:UniRef50_Q89RS8
contig_1	cds	384143	384517	+	AAFOLC_01840		Stress-response A/B barrel domain-containing protein	SO:0001217, UniRef:UniRef50_A8I1Q8
contig_1	cds	384559	385647	+	AAFOLC_01845		maleylacetate reductase	SO:0001217, UniRef:UniRef50_A0A1N7SWU8
contig_1	cds	385650	387029	+	AAFOLC_01850		Amidohydro-rel domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C4YEG2
contig_1	cds	387040	387957	+	AAFOLC_01855		Dehydrogenase	SO:0001217, UniRef:UniRef50_M4Z2W6
contig_1	cds	387954	388841	+	AAFOLC_01860		intradiol ring-cleavage dioxygenase	SO:0001217, UniRef:UniRef50_A0A0H2M140, UniRef:UniRef90_UPI00193145AD
contig_1	cds	388907	390331	+	AAFOLC_01865		(R,R)-butanediol dehydrogenase/meso-butanediol dehydrogenase/diacetyl reductase/D-lactate dehydrogenase (Cytochrome)	SO:0001217, UniRef:UniRef50_A0A7W4TZ10
contig_1	cds	390328	391878	+	AAFOLC_01870	rbsA	Ribose import ATP-binding protein RbsA 1	SO:0001217, UniRef:UniRef50_A0A2U3Q4K9
contig_1	cds	391871	392824	+	AAFOLC_01875		D-ribose transporter subunit membrane component of ABC superfamily	SO:0001217, UniRef:UniRef50_H0SVN9
contig_1	cds	392821	393795	+	AAFOLC_01880		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A7V0Y1H0
contig_1	cds	393828	394814	+	AAFOLC_01885	rbsB	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	COG:COG1879, COG:G, SO:0001217, UniRef:UniRef50_A0A1Y1BRY0, UniRef:UniRef90_A8I1T9
